Datefirstseen,Event,XEvent,Proto,SrcIPAddr:Port,DstIPAddr:Port,X-SrcIPAddr:Port,X-DstIPAddr:Port,InByte,OutByte
2020-02-25 12:17:56.280,INVALID,Ignore,TCP,104.16.86.20:443,217.15.20.194:53107,0.0.0.0:0,0.0.0.0:0,3135,0
2020-02-25 12:17:20.700,INVALID,Ignore,TCP,192.168.250.39:50202,81.19.104.63:443,0.0.0.0:0,0.0.0.0:0,5696,0
2020-02-25 12:17:19.500,INVALID,Ignore,TCP,192.168.250.39:56465,81.19.104.63:443,0.0.0.0:0,0.0.0.0:0,4220,0
2020-02-25 12:17:35.520,INVALID,Ignore,TCP,192.168.250.39:55497,77.74.181.22:443,0.0.0.0:0,0.0.0.0:0,602,0
2020-02-25 12:17:19.540,INVALID,Ignore,TCP,81.19.104.63:443,217.15.20.194:56465,0.0.0.0:0,0.0.0.0:0,1934,0
2020-02-25 12:17:20.750,INVALID,Ignore,TCP,81.19.104.63:443,217.15.20.194:50202,0.0.0.0:0,0.0.0.0:0,1624,0
2020-02-25 12:17:35.530,INVALID,Ignore,TCP,77.74.181.22:443,217.15.20.194:55497,0.0.0.0:0,0.0.0.0:0,311,0
2020-02-25 12:17:44.360,INVALID,Ignore,UDP,192.168.250.50:62446,64.233.165.113:443,0.0.0.0:0,0.0.0.0:0,3268,0
2020-02-25 12:17:44.370,INVALID,Ignore,UDP,64.233.165.113:443,217.15.20.194:62446,0.0.0.0:0,0.0.0.0:0,3610,0
2020-02-25 12:17:59.680,INVALID,Ignore,TCP,104.16.86.20:443,217.15.20.194:53128,0.0.0.0:0,0.0.0.0:0,3097,0
2020-02-25 12:17:59.730,INVALID,Ignore,UDP,192.168.250.50:53071,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,142,0
2020-02-25 12:17:59.740,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.50:53071,0.0.0.0:0,0.0.0.0:0,1070,0
2020-02-25 12:17:59.740,INVALID,Ignore,TCP,192.168.250.50:56618,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,309,0
2020-02-25 12:17:59.740,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.50:56618,0.0.0.0:0,0.0.0.0:0,797,0
2020-02-25 12:17:59.740,INVALID,Ignore,TCP,192.168.250.50:56619,151.101.64.133:443,0.0.0.0:0,0.0.0.0:0,1516,0
2020-02-25 12:17:59.780,INVALID,Ignore,TCP,151.101.64.133:443,217.15.20.194:56619,0.0.0.0:0,0.0.0.0:0,30601,0
2020-02-25 12:17:51.120,INVALID,Ignore,TCP,192.168.250.27:55626,196.55.253.206:4760,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:17:51.120,INVALID,Ignore,TCP,192.168.250.27:55627,149.154.167.92:443,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:17:51.140,INVALID,Ignore,TCP,192.168.250.27:55630,149.154.167.92:80,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:18:00.250,INVALID,Ignore,UDP,95.163.255.38:62830,217.15.20.194:53,0.0.0.0:0,0.0.0.0:0,150,0
2020-02-25 12:18:00.250,INVALID,Ignore,UDP,192.168.250.247:53,95.163.255.38:62830,0.0.0.0:0,0.0.0.0:0,326,0
2020-02-25 12:18:01.320,INVALID,Ignore,TCP,192.168.250.3:30530,192.168.0.4:26368,0.0.0.0:0,0.0.0.0:0,180,0
2020-02-25 12:15:41.130,INVALID,Ignore,TCP,87.250.251.119:443,217.15.20.194:50367,0.0.0.0:0,0.0.0.0:0,68206,0
2020-02-25 12:15:41.110,INVALID,Ignore,TCP,192.168.250.59:50367,87.250.251.119:443,0.0.0.0:0,0.0.0.0:0,870257,0
2020-02-25 12:18:02.330,INVALID,Ignore,TCP,192.168.0.4:26368,217.15.20.194:30530,0.0.0.0:0,0.0.0.0:0,192,0
2020-02-25 12:17:22.590,INVALID,Ignore,TCP,95.100.189.99:443,217.15.20.194:61654,0.0.0.0:0,0.0.0.0:0,34987,0
2020-02-25 12:17:22.580,INVALID,Ignore,TCP,192.168.250.39:61654,95.100.189.99:443,0.0.0.0:0,0.0.0.0:0,2296,0
2020-02-25 12:17:20.680,INVALID,Ignore,TCP,185.5.160.208:443,217.15.20.194:50201,0.0.0.0:0,0.0.0.0:0,108292,0
2020-02-25 12:17:20.670,INVALID,Ignore,TCP,192.168.250.39:50201,185.5.160.208:443,0.0.0.0:0,0.0.0.0:0,4301,0
2020-02-25 12:17:19.470,INVALID,Ignore,TCP,95.100.190.72:443,217.15.20.194:56464,0.0.0.0:0,0.0.0.0:0,316339,0
2020-02-25 12:17:19.470,INVALID,Ignore,TCP,192.168.250.39:56464,95.100.190.72:443,0.0.0.0:0,0.0.0.0:0,10989,0
2020-02-25 12:16:00.210,INVALID,Ignore,TCP,13.94.102.123:443,217.15.20.194:65385,0.0.0.0:0,0.0.0.0:0,7545,0
2020-02-25 12:18:03.570,INVALID,Ignore,TCP,192.168.250.50:56633,77.111.247.41:443,0.0.0.0:0,0.0.0.0:0,5244,0
2020-02-25 12:18:03.610,INVALID,Ignore,TCP,77.111.247.41:443,217.15.20.194:56633,0.0.0.0:0,0.0.0.0:0,3057,0
2020-02-25 12:17:27.500,INVALID,Ignore,TCP,192.168.250.39:60839,62.128.100.157:443,0.0.0.0:0,0.0.0.0:0,1462,0
2020-02-25 12:17:27.520,INVALID,Ignore,TCP,62.128.100.157:443,217.15.20.194:60839,0.0.0.0:0,0.0.0.0:0,600,0
2020-02-25 12:17:50.960,INVALID,Ignore,TCP,192.168.250.3:13053,172.17.23.194:32946,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 12:17:50.960,INVALID,Ignore,TCP,192.168.250.3:30516,192.168.0.4:26368,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 12:17:26.290,INVALID,Ignore,TCP,87.245.198.155:443,217.15.20.194:50395,0.0.0.0:0,0.0.0.0:0,2613,0
2020-02-25 12:17:26.270,INVALID,Ignore,TCP,192.168.250.59:50395,87.245.198.155:443,0.0.0.0:0,0.0.0.0:0,3991,0
2020-02-25 12:17:59.670,INVALID,Ignore,TCP,192.168.250.50:53128,104.16.86.20:443,0.0.0.0:0,0.0.0.0:0,965,0
2020-02-25 12:17:37.370,INVALID,Ignore,UDP,192.168.250.39:53549,64.233.165.198:443,0.0.0.0:0,0.0.0.0:0,8170,0
2020-02-25 12:17:37.470,INVALID,Ignore,UDP,64.233.165.198:443,217.15.20.194:53549,0.0.0.0:0,0.0.0.0:0,25439,0
2020-02-25 12:17:19.580,INVALID,Ignore,TCP,104.18.24.243:80,217.15.20.194:53580,0.0.0.0:0,0.0.0.0:0,2783,0
2020-02-25 12:17:19.570,INVALID,Ignore,TCP,192.168.250.39:53580,104.18.24.243:80,0.0.0.0:0,0.0.0.0:0,538,0
2020-02-25 12:18:07.940,INVALID,Ignore,TCP,104.16.86.20:443,217.15.20.194:56655,0.0.0.0:0,0.0.0.0:0,3095,0
2020-02-25 12:17:59.120,INVALID,Ignore,TCP,192.168.250.27:55200,196.55.253.206:4760,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:17:59.120,INVALID,Ignore,TCP,192.168.250.27:55201,149.154.167.92:443,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:17:59.140,INVALID,Ignore,TCP,192.168.250.27:55204,149.154.167.92:80,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:17:20.630,INVALID,Ignore,TCP,104.18.24.243:80,217.15.20.194:53585,0.0.0.0:0,0.0.0.0:0,2785,0
2020-02-25 12:17:20.620,INVALID,Ignore,TCP,192.168.250.39:53585,104.18.24.243:80,0.0.0.0:0,0.0.0.0:0,544,0
2020-02-25 12:17:20.640,INVALID,Ignore,TCP,104.18.24.243:80,217.15.20.194:53584,0.0.0.0:0,0.0.0.0:0,2785,0
2020-02-25 12:17:20.620,INVALID,Ignore,TCP,192.168.250.39:53584,104.18.24.243:80,0.0.0.0:0,0.0.0.0:0,544,0
2020-02-25 12:17:21.470,INVALID,Ignore,TCP,104.18.24.243:80,217.15.20.194:50204,0.0.0.0:0,0.0.0.0:0,2782,0
2020-02-25 12:17:21.460,INVALID,Ignore,TCP,192.168.250.39:50204,104.18.24.243:80,0.0.0.0:0,0.0.0.0:0,550,0
2020-02-25 12:17:22.230,INVALID,Ignore,TCP,104.18.24.243:80,217.15.20.194:65092,0.0.0.0:0,0.0.0.0:0,2823,0
2020-02-25 12:17:22.220,INVALID,Ignore,TCP,192.168.250.39:65092,104.18.24.243:80,0.0.0.0:0,0.0.0.0:0,584,0
2020-02-25 12:17:22.650,INVALID,Ignore,TCP,104.18.24.243:80,217.15.20.194:61656,0.0.0.0:0,0.0.0.0:0,2782,0
2020-02-25 12:17:22.630,INVALID,Ignore,TCP,192.168.250.39:61656,104.18.24.243:80,0.0.0.0:0,0.0.0.0:0,546,0
2020-02-25 12:17:25.930,INVALID,Ignore,TCP,77.111.247.11:443,217.15.20.194:54344,0.0.0.0:0,0.0.0.0:0,9147,0
2020-02-25 12:17:25.880,INVALID,Ignore,TCP,192.168.250.50:54344,77.111.247.11:443,0.0.0.0:0,0.0.0.0:0,2784,0
2020-02-25 12:17:23.200,INVALID,Ignore,TCP,104.18.24.243:80,217.15.20.194:61239,0.0.0.0:0,0.0.0.0:0,2822,0
2020-02-25 12:17:23.190,INVALID,Ignore,TCP,192.168.250.39:61239,104.18.24.243:80,0.0.0.0:0,0.0.0.0:0,580,0
2020-02-25 12:18:11.830,INVALID,Ignore,UDP,192.168.250.50:62684,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,213,0
2020-02-25 12:18:11.860,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.50:62684,0.0.0.0:0,0.0.0.0:0,1070,0
2020-02-25 12:18:11.860,INVALID,Ignore,TCP,192.168.250.50:49386,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,309,0
2020-02-25 12:18:11.860,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.50:49386,0.0.0.0:0,0.0.0.0:0,797,0
2020-02-25 12:18:11.870,INVALID,Ignore,TCP,192.168.250.50:49395,151.101.64.133:443,0.0.0.0:0,0.0.0.0:0,1516,0
2020-02-25 12:18:11.910,INVALID,Ignore,TCP,151.101.64.133:443,217.15.20.194:49395,0.0.0.0:0,0.0.0.0:0,30821,0
2020-02-25 12:18:12.110,INVALID,Ignore,UDP,192.168.250.50:62190,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,114,0
2020-02-25 12:18:12.130,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.50:62190,0.0.0.0:0,0.0.0.0:0,512,0
2020-02-25 12:18:12.130,INVALID,Ignore,TCP,192.168.250.50:49396,104.31.7.191:443,0.0.0.0:0,0.0.0.0:0,1191,0
2020-02-25 12:18:12.140,INVALID,Ignore,TCP,104.31.7.191:443,217.15.20.194:49396,0.0.0.0:0,0.0.0.0:0,3820,0
2020-02-25 12:14:36.390,INVALID,Ignore,TCP,192.168.250.59:50331,173.194.73.95:443,0.0.0.0:0,0.0.0.0:0,2350,0
2020-02-25 12:14:36.440,INVALID,Ignore,TCP,173.194.73.95:443,217.15.20.194:50331,0.0.0.0:0,0.0.0.0:0,6339,0
2020-02-25 12:16:24.200,INVALID,Ignore,TCP,192.168.250.39:64529,23.61.218.119:443,0.0.0.0:0,0.0.0.0:0,983,0
2020-02-25 12:16:24.330,INVALID,Ignore,TCP,192.168.250.39:64530,95.100.188.186:443,0.0.0.0:0,0.0.0.0:0,1121,0
2020-02-25 12:16:24.370,INVALID,Ignore,TCP,95.100.188.186:443,217.15.20.194:64530,0.0.0.0:0,0.0.0.0:0,8894,0
2020-02-25 12:16:24.210,INVALID,Ignore,TCP,23.61.218.119:443,217.15.20.194:64529,0.0.0.0:0,0.0.0.0:0,7420,0
2020-02-25 12:17:54.040,INVALID,Ignore,TCP,192.168.250.27:55199,81.19.104.54:443,0.0.0.0:0,0.0.0.0:0,618,0
2020-02-25 12:17:52.430,INVALID,Ignore,TCP,192.168.250.27:55633,82.202.184.164:443,0.0.0.0:0,0.0.0.0:0,619,0
2020-02-25 12:17:54.160,INVALID,Ignore,TCP,81.19.104.54:443,217.15.20.194:55199,0.0.0.0:0,0.0.0.0:0,359,0
2020-02-25 12:17:52.560,INVALID,Ignore,TCP,82.202.184.164:443,217.15.20.194:55633,0.0.0.0:0,0.0.0.0:0,343,0
2020-02-25 12:15:17.480,INVALID,Ignore,TCP,68.232.34.200:443,217.15.20.194:55421,0.0.0.0:0,0.0.0.0:0,11482,0
2020-02-25 12:15:17.440,INVALID,Ignore,TCP,192.168.250.27:55421,68.232.34.200:443,0.0.0.0:0,0.0.0.0:0,2791,0
2020-02-25 12:18:15.480,INVALID,Ignore,UDP,192.168.250.41:59852,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,142,0
2020-02-25 12:18:15.590,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.41:59852,0.0.0.0:0,0.0.0.0:0,766,0
2020-02-25 12:18:07.130,INVALID,Ignore,TCP,192.168.250.27:55207,196.55.253.206:4760,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:18:07.130,INVALID,Ignore,TCP,192.168.250.27:55208,149.154.167.92:443,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:18:07.150,INVALID,Ignore,TCP,192.168.250.27:55211,149.154.167.92:80,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:18:16.290,INVALID,Ignore,UDP,192.168.250.3:12477,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,142,0
2020-02-25 12:18:16.290,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.3:12477,0.0.0.0:0,0.0.0.0:0,322,0
2020-02-25 12:18:16.290,INVALID,Ignore,UDP,192.168.250.3:56574,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 12:18:16.290,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.3:56574,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 12:18:16.290,INVALID,Ignore,UDP,192.168.250.3:33631,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,140,0
2020-02-25 12:18:16.300,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.3:33631,0.0.0.0:0,0.0.0.0:0,140,0
2020-02-25 12:18:07.930,INVALID,Ignore,TCP,192.168.250.50:56655,104.16.86.20:443,0.0.0.0:0,0.0.0.0:0,965,0
2020-02-25 12:17:56.110,INVALID,Ignore,TCP,176.9.7.240:443,217.15.20.194:50401,0.0.0.0:0,0.0.0.0:0,4987,0
2020-02-25 12:17:56.060,INVALID,Ignore,TCP,192.168.250.59:50401,176.9.7.240:443,0.0.0.0:0,0.0.0.0:0,3522,0
2020-02-25 12:18:18.050,INVALID,Ignore,UDP,192.168.250.59:57300,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 12:18:18.050,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.59:57300,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 12:14:18.870,INVALID,Ignore,TCP,64.233.164.95:443,217.15.20.194:55048,0.0.0.0:0,0.0.0.0:0,10854,0
2020-02-25 12:14:18.870,INVALID,Ignore,TCP,192.168.250.27:55048,64.233.164.95:443,0.0.0.0:0,0.0.0.0:0,4326,0
2020-02-25 12:18:18.470,INVALID,Ignore,TCP,192.168.250.68:37622,35.222.85.5:80,0.0.0.0:0,0.0.0.0:0,475,0
2020-02-25 12:18:19.630,INVALID,Ignore,TCP,35.222.85.5:80,217.15.20.194:37622,0.0.0.0:0,0.0.0.0:0,476,0
2020-02-25 12:18:11.220,INVALID,Ignore,TCP,192.168.250.50:56673,77.111.247.41:443,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:18:12.560,INVALID,Ignore,TCP,192.168.250.50:49402,77.111.247.41:443,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:18:12.810,INVALID,Ignore,TCP,192.168.250.50:49403,77.111.247.41:443,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:18:07.850,INVALID,Ignore,TCP,192.168.250.3:30556,192.168.0.4:26368,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 12:18:07.850,INVALID,Ignore,TCP,192.168.250.3:13095,172.17.23.194:32946,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 12:18:22.940,INVALID,Ignore,UDP,77.88.47.238:52577,217.15.20.194:53,0.0.0.0:0,0.0.0.0:0,132,0
2020-02-25 12:18:22.940,INVALID,Ignore,UDP,192.168.250.247:53,77.88.47.238:52577,0.0.0.0:0,0.0.0.0:0,230,0
2020-02-25 12:17:23.330,INVALID,Ignore,TCP,52.45.85.77:443,217.15.20.194:61238,0.0.0.0:0,0.0.0.0:0,6781,0
2020-02-25 12:17:23.190,INVALID,Ignore,TCP,192.168.250.39:61238,52.45.85.77:443,0.0.0.0:0,0.0.0.0:0,3865,0
2020-02-25 12:13:02.960,INVALID,Ignore,TCP,64.233.163.139:443,217.15.20.194:54775,0.0.0.0:0,0.0.0.0:0,8311,0
2020-02-25 12:13:02.960,INVALID,Ignore,TCP,192.168.250.27:54775,64.233.163.139:443,0.0.0.0:0,0.0.0.0:0,6399,0
2020-02-25 12:18:15.130,INVALID,Ignore,TCP,192.168.250.27:55216,149.154.167.92:443,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:18:15.130,INVALID,Ignore,TCP,192.168.250.27:55215,196.55.253.206:4760,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:18:15.160,INVALID,Ignore,TCP,192.168.250.27:55219,149.154.167.92:80,0.0.0.0:0,0.0.0.0:0,204,0
2020-02-25 12:17:53.890,INVALID,Ignore,TCP,192.168.250.27:55198,151.101.64.133:443,0.0.0.0:0,0.0.0.0:0,514,0
2020-02-25 12:18:24.380,INVALID,Ignore,UDP,192.168.250.62:33358,192.168.250.1:123,0.0.0.0:0,0.0.0.0:0,152,0
2020-02-25 12:18:24.380,INVALID,Ignore,UDP,192.168.250.1:123,192.168.250.62:33358,0.0.0.0:0,0.0.0.0:0,152,0
2020-02-25 12:18:23.570,INVALID,Ignore,TCP,192.168.250.50:49449,77.111.247.41:443,0.0.0.0:0,0.0.0.0:0,5322,0
2020-02-25 12:18:23.610,INVALID,Ignore,TCP,77.111.247.41:443,217.15.20.194:49449,0.0.0.0:0,0.0.0.0:0,3134,0
2020-02-25 12:18:24.920,INVALID,Ignore,UDP,87.250.224.87:60925,217.15.20.194:53,0.0.0.0:0,0.0.0.0:0,132,0
2020-02-25 12:18:24.920,INVALID,Ignore,UDP,87.250.224.87:57786,217.15.20.194:53,0.0.0.0:0,0.0.0.0:0,132,0
2020-02-25 12:18:24.920,INVALID,Ignore,UDP,192.168.250.247:53,87.250.224.87:60925,0.0.0.0:0,0.0.0.0:0,230,0
2020-02-25 12:18:24.920,INVALID,Ignore,UDP,192.168.250.247:53,87.250.224.87:57786,0.0.0.0:0,0.0.0.0:0,164,0
2020-02-25 12:18:25.030,INVALID,Ignore,UDP,192.168.250.39:64782,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,168,0
2020-02-25 12:18:25.040,INVALID,Ignore,UDP,192.168.250.39:53830,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,138,0
2020-02-25 12:18:25.040,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:53830,0.0.0.0:0,0.0.0.0:0,1066,0
2020-02-25 12:18:25.040,INVALID,Ignore,TCP,192.168.250.39:58590,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,307,0
2020-02-25 12:18:25.040,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:58590,0.0.0.0:0,0.0.0.0:0,763,0
2020-02-25 12:18:25.070,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:64782,0.0.0.0:0,0.0.0.0:0,616,0
2020-02-25 12:17:22.630,INVALID,Ignore,TCP,192.168.250.39:61657,93.184.220.29:80,0.0.0.0:0,0.0.0.0:0,582,0
2020-02-25 12:15:24.960,INVALID,Ignore,TCP,152.199.19.161:443,217.15.20.194:53957,0.0.0.0:0,0.0.0.0:0,10940,0
2020-02-25 12:17:22.680,INVALID,Ignore,TCP,93.184.220.29:80,217.15.20.194:61657,0.0.0.0:0,0.0.0.0:0,1063,0
2020-02-25 12:18:25.570,INVALID,Ignore,UDP,192.168.250.39:59099,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 12:18:25.570,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:59099,0.0.0.0:0,0.0.0.0:0,442,0
2020-02-25 12:18:25.600,INVALID,Ignore,UDP,192.168.250.39:50082,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,228,0
2020-02-25 12:18:25.600,INVALID,Ignore,UDP,192.168.250.39:53698,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,228,0
2020-02-25 12:11:05.890,INVALID,Ignore,UDP,192.168.250.39:63775,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,872,0
2020-02-25 12:11:05.910,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:63775,0.0.0.0:0,0.0.0.0:0,1964,0
2020-02-25 12:18:25.630,INVALID,Ignore,TCP,192.168.250.39:58401,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,314,0
2020-02-25 12:18:25.630,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:58401,0.0.0.0:0,0.0.0.0:0,802,0
2020-02-25 12:18:25.640,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:53698,0.0.0.0:0,0.0.0.0:0,1620,0
2020-02-25 12:18:25.640,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:50082,0.0.0.0:0,0.0.0.0:0,1620,0
2020-02-25 12:18:25.650,INVALID,Ignore,TCP,192.168.250.39:64529,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,314,0
2020-02-25 12:18:25.650,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:64529,0.0.0.0:0,0.0.0.0:0,802,0
2020-02-25 12:18:25.650,INVALID,Ignore,TCP,192.168.250.39:62210,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,404,0
2020-02-25 12:18:25.650,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:62210,0.0.0.0:0,0.0.0.0:0,802,0
2020-02-25 12:18:25.660,INVALID,Ignore,UDP,192.168.250.39:52780,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,152,0
2020-02-25 12:18:25.670,INVALID,Ignore,UDP,192.168.250.39:64046,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,225,0
2020-02-25 12:18:25.670,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:52780,0.0.0.0:0,0.0.0.0:0,1080,0
2020-02-25 12:18:25.670,INVALID,Ignore,TCP,192.168.250.39:52152,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,314,0
2020-02-25 12:18:25.670,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:52152,0.0.0.0:0,0.0.0.0:0,802,0
2020-02-25 12:18:25.680,INVALID,Ignore,UDP,192.168.250.39:52534,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,158,0
2020-02-25 12:18:25.690,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:52534,0.0.0.0:0,0.0.0.0:0,1054,0
2020-02-25 12:18:25.690,INVALID,Ignore,TCP,192.168.250.39:61069,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,317,0
2020-02-25 12:18:25.690,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:61069,0.0.0.0:0,0.0.0.0:0,805,0
2020-02-25 12:18:25.710,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:64046,0.0.0.0:0,0.0.0.0:0,1056,0
2020-02-25 12:18:25.710,INVALID,Ignore,TCP,192.168.250.39:57571,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,313,0
2020-02-25 12:18:25.710,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:57571,0.0.0.0:0,0.0.0.0:0,742,0
2020-02-25 12:18:10.860,INVALID,Ignore,TCP,192.168.250.3:30562,192.168.0.4:26368,0.0.0.0:0,0.0.0.0:0,360,0
2020-02-25 12:17:25.980,INVALID,Ignore,TCP,192.168.250.59:50394,95.100.188.86:443,0.0.0.0:0,0.0.0.0:0,3845,0
2020-02-25 12:17:25.990,INVALID,Ignore,TCP,95.100.188.86:443,217.15.20.194:50394,0.0.0.0:0,0.0.0.0:0,1728,0
2020-02-25 12:18:26.240,INVALID,Ignore,UDP,192.168.250.39:52536,64.233.165.102:443,0.0.0.0:0,0.0.0.0:0,3391,0
2020-02-25 12:18:26.260,INVALID,Ignore,UDP,64.233.165.102:443,217.15.20.194:52536,0.0.0.0:0,0.0.0.0:0,3290,0
2020-02-25 12:17:40.680,INVALID,Ignore,TCP,77.111.247.11:443,217.15.20.194:54404,0.0.0.0:0,0.0.0.0:0,5246,0
2020-02-25 12:17:40.560,INVALID,Ignore,TCP,192.168.250.50:54404,77.111.247.11:443,0.0.0.0:0,0.0.0.0:0,3479,0
2020-02-25 12:18:26.860,INVALID,Ignore,UDP,192.168.250.39:55304,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,138,0
2020-02-25 12:18:26.880,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:55304,0.0.0.0:0,0.0.0.0:0,1072,0
2020-02-25 12:18:26.880,INVALID,Ignore,TCP,192.168.250.39:52219,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,307,0
2020-02-25 12:18:26.880,INVALID,Ignore,TCP,192.168.250.1:53,192.168.250.39:52219,0.0.0.0:0,0.0.0.0:0,798,0
2020-02-25 12:18:26.890,INVALID,Ignore,UDP,192.168.250.39:65025,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,180,0
2020-02-25 12:18:26.950,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:65025,0.0.0.0:0,0.0.0.0:0,624,0
2020-02-25 12:18:16.210,INVALID,Ignore,TCP,92.118.38.58:57760,217.15.20.194:25,0.0.0.0:0,0.0.0.0:0,1031,0
2020-02-25 12:18:16.210,INVALID,Ignore,TCP,192.168.250.3:25,92.118.38.58:57760,0.0.0.0:0,0.0.0.0:0,972,0
2020-02-25 12:18:27.580,INVALID,Ignore,UDP,192.168.250.59:62812,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,124,0
2020-02-25 12:18:27.590,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.59:62812,0.0.0.0:0,0.0.0.0:0,386,0
2020-02-25 12:18:27.700,INVALID,Ignore,UDP,192.168.250.39:51534,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,453,0
2020-02-25 12:17:22.540,INVALID,Ignore,TCP,91.134.163.37:443,217.15.20.194:65095,0.0.0.0:0,0.0.0.0:0,7364,0
2020-02-25 12:18:27.720,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.39:51534,0.0.0.0:0,0.0.0.0:0,771,0
2020-02-25 12:18:28.240,INVALID,Ignore,UDP,192.168.250.59:58604,192.168.250.1:53,0.0.0.0:0,0.0.0.0:0,146,0
2020-02-25 12:18:28.240,INVALID,Ignore,UDP,192.168.250.1:53,192.168.250.59:58604,0.0.0.0:0,0.0.0.0:0,440,0
2020-02-25 12:16:53.980,INVALID,Ignore,TCP,192.168.250.39:56461,40.90.22.189:443,0.0.0.0:0,0.0.0.0:0,11917,0
